image_id,type,x,y,w,h,img_shp_0_init,img_shape1_init,img_shp_0,img_shp_1
1476,Type_2,24,55,149,147,3264,2448,192,256
1478,Type_2,5,43,164,185,3264,2448,192,256
1480,Type_2,1,1,190,253,4128,3096,192,256
149,Type_2,32,68,146,127,4128,3096,192,256
15,Type_2,27,59,142,161,4128,3096,192,256
151,Type_2,26,53,141,152,4128,3096,192,256
152,Type_2,1,1,190,253,4128,3096,192,256
153,Type_2,24,50,144,143,4128,3096,192,256
156,Type_2,1,46,169,184,4128,3096,192,256
157,Type_2,1,26,190,196,3264,2448,192,256
159,Type_2,1,1,190,253,4128,3096,192,256
161,Type_2,46,43,101,119,4128,3096,192,256
162,Type_2,17,1,174,252,3264,2448,192,256
164,Type_2,18,51,154,153,4128,3096,192,256
165,Type_2,1,1,190,197,4128,3096,192,256
167,Type_2,53,77,94,95,640,480,192,256
168,Type_2,22,60,150,149,4128,3096,192,256
17,Type_2,48,92,116,101,4128,3096,192,256
173,Type_2,1,1,174,175,3264,2448,192,256
175,Type_2,4,41,166,158,3264,2448,192,256
177,Type_2,25,49,151,155,3264,2448,192,256
178,Type_2,1,1,190,253,4160,3120,192,256
182,Type_2,11,1,180,58,4128,3096,192,256
183,Type_2,18,55,136,127,3264,2448,192,256
184,Type_2,1,1,190,250,3264,2448,192,256
185,Type_2,1,1,190,253,3264,2448,192,256
186,Type_2,1,1,190,253,4128,3096,192,256
189,Type_2,17,68,138,120,4128,3096,192,256
19,Type_2,42,135,110,99,4128,3096,192,256
190,Type_2,1,1,190,253,4128,3096,192,256
192,Type_2,12,46,142,145,4128,3096,192,256
195,Type_2,35,74,106,108,3264,2448,192,256
198,Type_2,35,51,110,116,4128,3096,192,256
2,Type_2,1,1,190,253,4160,3120,192,256
203,Type_2,2,47,174,172,3264,2448,192,256
204,Type_2,1,1,190,253,4128,3096,192,256
206,Type_2,28,47,138,160,4128,3096,192,256
209,Type_2,6,42,176,174,3264,2448,192,256
21,Type_2,1,33,167,179,3264,2448,192,256
210,Type_2,1,1,190,253,4128,3096,192,256
213,Type_2,4,38,165,184,3264,2448,192,256
216,Type_2,43,73,82,90,3264,2448,192,256
219,Type_2,1,73,190,181,4128,3096,192,256
22,Type_2,1,15,190,206,4128,3096,192,256
223,Type_2,28,32,122,184,4128,3096,192,256
224,Type_2,1,1,190,253,4128,3096,192,256
225,Type_2,14,54,163,146,4128,3096,192,256
227,Type_2,1,1,190,253,4128,3096,192,256
231,Type_2,11,39,172,155,4128,3096,192,256
233,Type_2,15,54,133,128,4128,3096,192,256
234,Type_2,1,18,167,236,4128,3096,192,256
235,Type_2,1,1,190,253,4128,3096,192,256
236,Type_2,2,42,172,171,3264,2448,192,256
238,Type_2,31,73,110,112,3264,2448,192,256
24,Type_2,13,27,148,159,3264,2448,192,256
240,Type_2,1,1,190,253,4128,3096,192,256
241,Type_2,1,19,174,198,4128,3096,192,256
243,Type_2,1,12,190,211,4128,3096,192,256
244,Type_2,6,33,164,180,3264,2448,192,256
246,Type_2,9,47,171,169,4128,3096,192,256
250,Type_2,27,52,139,151,3264,2448,192,256
251,Type_2,37,58,122,158,3264,2448,192,256
255,Type_2,1,1,190,253,4128,3096,192,256
257,Type_2,28,66,117,115,3264,2448,192,256
26,Type_2,22,12,147,166,3264,2448,192,256
264,Type_2,27,95,122,135,4128,3096,192,256
266,Type_2,16,39,156,172,4160,3120,192,256
268,Type_2,1,1,190,253,640,480,192,256
270,Type_2,18,17,173,237,3264,2448,192,256
271,Type_2,1,1,190,253,4128,3096,192,256
274,Type_2,15,45,124,140,3264,2448,192,256
276,Type_2,177,1,78,79,3096,4128,256,192
278,Type_2,49,98,142,80,4128,3096,192,256
279,Type_2,28,52,134,133,4128,3096,192,256
28,Type_2,18,26,173,200,4128,3096,192,256
282,Type_2,1,1,190,253,4128,3096,192,256
283,Type_2,26,63,113,110,4128,3096,192,256
284,Type_2,1,36,170,173,3264,2448,192,256
285,Type_2,44,88,61,53,3264,2448,192,256
288,Type_2,34,64,113,126,4128,3096,192,256
29,Type_2,79,59,103,102,2448,3264,256,192
290,Type_2,14,28,106,172,3264,2448,192,256
291,Type_2,22,33,140,164,4128,3096,192,256
293,Type_2,1,55,27,152,3264,2448,192,256
296,Type_2,25,51,121,121,4128,3096,192,256
297,Type_2,32,63,111,118,3264,2448,192,256
301,Type_2,36,19,171,170,2448,3264,256,192
302,Type_2,49,37,81,142,3264,2448,192,256
303,Type_2,23,1,232,189,3096,4128,256,192
305,Type_2,1,1,190,253,4128,3096,192,256
31,Type_2,28,58,132,144,3264,2448,192,256
310,Type_2,22,71,153,152,4128,3096,192,256
312,Type_2,1,167,190,87,4128,3096,192,256
313,Type_2,1,48,190,151,4128,3096,192,256
314,Type_2,21,55,131,128,4128,3096,192,256
315,Type_2,14,44,152,135,4128,3096,192,256
316,Type_2,1,47,150,128,4128,3096,192,256
317,Type_2,1,1,159,154,3264,2448,192,256
319,Type_2,1,1,190,253,4128,3096,192,256
32,Type_2,1,1,190,253,3264,2448,192,256
326,Type_2,37,27,185,163,2448,3264,256,192
329,Type_2,43,66,81,104,3264,2448,192,256
330,Type_2,18,52,153,153,4128,3096,192,256
331,Type_2,45,60,105,112,3264,2448,192,256
332,Type_2,30,16,125,119,4128,3096,192,256
337,Type_2,24,48,142,150,3264,2448,192,256
339,Type_2,1,48,177,176,3264,2448,192,256
340,Type_2,23,49,124,138,4128,3096,192,256
341,Type_2,1,41,174,175,3264,2448,192,256
343,Type_2,1,1,190,253,4128,3096,192,256
345,Type_2,59,74,82,93,3264,2448,192,256
348,Type_2,1,1,190,253,4160,3120,192,256
351,Type_2,46,74,95,101,3264,2448,192,256
353,Type_2,42,74,102,103,3264,2448,192,256
354,Type_2,16,48,175,166,640,480,192,256
358,Type_2,31,68,111,114,3264,2448,192,256
359,Type_2,1,1,190,253,4160,3120,192,256
36,Type_2,1,14,120,68,3264,2448,192,256
360,Type_2,5,41,179,142,4128,3096,192,256
364,Type_2,27,54,138,148,4128,3096,192,256
365,Type_2,31,59,130,130,4128,3096,192,256
366,Type_2,39,74,100,104,3264,2448,192,256
367,Type_2,22,73,120,120,3264,2448,192,256
368,Type_2,20,64,171,190,4128,3096,192,256
369,Type_2,13,53,159,162,4128,3096,192,256
37,Type_2,34,59,103,119,3264,2448,192,256
371,Type_2,26,116,50,88,3264,2448,192,256
372,Type_2,36,119,155,101,4128,3096,192,256
374,Type_2,11,53,164,119,4128,3096,192,256
375,Type_2,48,60,106,115,3264,2448,192,256
377,Type_2,27,55,148,146,3264,2448,192,256
378,Type_2,1,1,190,253,4128,3096,192,256
381,Type_2,15,50,164,149,4128,3096,192,256
382,Type_2,26,46,141,146,3264,2448,192,256
385,Type_2,1,1,190,195,3264,2448,192,256
386,Type_2,1,1,190,253,4128,3096,192,256
388,Type_2,65,68,80,99,4128,3096,192,256
389,Type_2,1,85,123,136,3264,2448,192,256
39,Type_2,1,31,190,223,4128,3096,192,256
393,Type_2,13,44,170,168,3264,2448,192,256
394,Type_2,19,54,152,142,3264,2448,192,256
395,Type_2,1,1,190,253,3264,2448,192,256
397,Type_2,13,46,166,166,3264,2448,192,256
398,Type_2,1,26,186,218,4128,3096,192,256
4,Type_2,22,53,147,148,4128,3096,192,256
40,Type_2,12,31,159,180,3264,2448,192,256
400,Type_2,1,18,190,192,3264,2448,192,256
403,Type_2,1,57,169,151,4128,3096,192,256
404,Type_2,21,51,152,148,4128,3096,192,256
406,Type_2,1,50,178,135,4128,3096,192,256
407,Type_2,1,1,190,98,3264,2448,192,256
408,Type_2,19,51,143,157,4128,3096,192,256
410,Type_2,1,23,190,191,4128,3096,192,256
411,Type_2,100,93,52,76,3264,2448,192,256
412,Type_2,1,1,190,253,4128,3096,192,256
413,Type_2,1,118,190,136,3264,2448,192,256
414,Type_2,1,1,190,253,4128,3096,192,256
418,Type_2,1,39,190,164,4128,3096,192,256
419,Type_2,46,19,129,91,4128,3096,192,256
42,Type_2,1,1,190,114,4128,3096,192,256
420,Type_2,1,48,172,149,4128,3096,192,256
423,Type_2,27,64,132,172,4128,3096,192,256
428,Type_2,32,71,111,118,3264,2448,192,256
429,Type_2,81,35,112,107,2448,3264,256,192
43,Type_2,11,72,129,123,4128,3096,192,256
432,Type_2,23,36,126,93,4128,3096,192,256
437,Type_2,1,1,190,253,4128,3096,192,256
438,Type_2,1,122,112,132,3264,2448,192,256
44,Type_2,24,55,143,149,4128,3096,192,256
440,Type_2,1,42,190,200,4128,3096,192,256
442,Type_2,1,40,176,189,3264,2448,192,256
443,Type_2,1,57,162,135,4128,3096,192,256
444,Type_2,33,27,158,169,4128,3096,192,256
445,Type_2,1,1,190,253,4128,3096,192,256
447,Type_2,47,68,107,103,4128,3096,192,256
448,Type_2,23,54,149,148,4128,3096,192,256
449,Type_2,1,72,190,146,4128,3096,192,256
45,Type_2,58,83,73,99,4128,3096,192,256
451,Type_2,23,54,151,149,3264,2448,192,256
452,Type_2,1,35,190,174,4128,3096,192,256
453,Type_2,26,51,143,148,4128,3096,192,256
455,Type_2,33,79,110,109,3264,2448,192,256
456,Type_2,1,39,190,177,4128,3096,192,256
457,Type_2,22,38,147,133,4128,3096,192,256
458,Type_2,32,53,144,140,4128,3096,192,256
46,Type_2,25,56,148,148,3264,2448,192,256
460,Type_2,55,78,79,91,4128,3096,192,256
461,Type_2,1,42,190,170,4128,3096,192,256
462,Type_2,1,25,190,193,4128,3096,192,256
464,Type_2,28,17,163,237,3264,2448,192,256
472,Type_2,1,18,190,174,4128,3096,192,256
473,Type_2,21,54,150,145,4128,3096,192,256
474,Type_2,1,1,190,253,4128,3096,192,256
476,Type_2,54,74,93,94,3264,2448,192,256
482,Type_2,19,87,106,132,3264,2448,192,256
483,Type_2,1,1,190,253,4128,3096,192,256
485,Type_2,1,32,190,139,4128,3096,192,256
486,Type_2,1,35,164,187,3264,2448,192,256
487,Type_2,40,46,136,117,3264,2448,192,256
488,Type_2,24,54,147,140,4128,3096,192,256
490,Type_2,1,1,190,116,3264,2448,192,256
493,Type_2,16,50,165,161,4128,3096,192,256
496,Type_2,41,59,100,126,3264,2448,192,256
499,Type_2,44,50,102,110,3264,2448,192,256
501,Type_2,1,1,190,253,3264,2448,192,256
502,Type_2,51,63,111,117,3264,2448,192,256
503,Type_2,1,1,190,253,4128,3096,192,256
504,Type_2,2,80,120,119,3264,2448,192,256
505,Type_2,1,1,190,253,4128,3096,192,256
506,Type_2,1,29,153,184,4128,3096,192,256
507,Type_2,44,64,134,121,4128,3096,192,256
508,Type_2,1,4,172,226,3264,2448,192,256
509,Type_2,1,1,190,253,4128,3096,192,256
51,Type_2,1,1,190,253,4160,3120,192,256
515,Type_2,22,51,147,147,3264,2448,192,256
517,Type_2,1,1,190,253,4128,3096,192,256
52,Type_2,1,165,190,89,3264,2448,192,256
521,Type_2,17,48,161,148,4128,3096,192,256
522,Type_2,39,77,146,158,4128,3096,192,256
524,Type_2,58,64,85,109,4128,3096,192,256
525,Type_2,2,59,141,137,4128,2322,144,256
526,Type_2,19,55,78,152,3264,2448,192,256
528,Type_2,1,1,190,96,4128,3096,192,256
529,Type_2,4,2,187,236,4128,3096,192,256
53,Type_2,1,36,179,180,4128,3096,192,256
533,Type_2,19,57,151,151,4160,3120,192,256
534,Type_2,23,35,152,155,4128,3096,192,256
535,Type_2,1,62,190,130,4128,3096,192,256
537,Type_2,43,34,148,149,4128,3096,192,256
538,Type_2,1,35,190,163,3264,2448,192,256
54,Type_2,1,1,190,253,3264,2448,192,256
540,Type_2,27,34,96,150,4128,3096,192,256
541,Type_2,1,22,165,217,3264,2448,192,256
542,Type_2,1,43,139,149,3264,2448,192,256
544,Type_2,43,60,121,123,4128,3096,192,256
545,Type_2,1,51,173,151,4128,3096,192,256
546,Type_2,31,78,111,111,3264,2448,192,256
547,Type_2,6,55,153,150,3264,2448,192,256
548,Type_2,1,1,190,253,4128,3096,192,256
549,Type_2,1,1,190,253,3264,2448,192,256
552,Type_2,1,42,176,174,3264,2448,192,256
556,Type_2,27,51,142,150,4128,3096,192,256
557,Type_2,32,34,147,129,3264,2448,192,256
559,Type_2,1,1,190,253,4128,3096,192,256
56,Type_2,1,41,171,155,4128,3096,192,256
561,Type_2,1,25,190,219,4128,3096,192,256
563,Type_2,42,12,132,149,4128,3096,192,256
564,Type_2,1,1,190,253,3264,2448,192,256
566,Type_2,1,13,172,232,3264,2448,192,256
568,Type_2,29,1,162,224,4128,3096,192,256
569,Type_2,1,1,164,185,3264,2448,192,256
570,Type_2,48,80,96,90,3264,2448,192,256
572,Type_2,1,41,176,175,3264,2448,192,256
574,Type_2,1,78,190,153,4128,3096,192,256
577,Type_2,1,1,190,213,3264,2448,192,256
581,Type_2,15,45,162,155,4128,3096,192,256
584,Type_2,1,1,190,253,4128,3096,192,256
586,Type_2,23,53,147,147,3264,2448,192,256
588,Type_2,42,38,90,132,3264,2448,192,256
589,Type_2,27,66,113,116,3264,2448,192,256
591,Type_2,1,47,136,188,4128,3096,192,256
592,Type_2,1,1,190,253,4128,3096,192,256
595,Type_2,29,42,162,158,4128,3096,192,256
597,Type_2,24,54,147,150,4128,3096,192,256
6,Type_2,1,1,190,113,4128,3096,192,256
60,Type_2,20,30,148,139,4128,3096,192,256
601,Type_2,1,41,169,172,3264,2448,192,256
602,Type_2,1,1,190,97,3264,2448,192,256
603,Type_2,14,15,177,218,4128,3096,192,256
607,Type_2,1,27,174,202,3264,2448,192,256
608,Type_2,20,61,140,147,4128,3096,192,256
609,Type_2,11,46,174,173,3264,2448,192,256
610,Type_2,1,1,190,253,4128,3096,192,256
611,Type_2,1,30,190,82,4128,3096,192,256
612,Type_2,1,39,161,161,4128,3096,192,256
613,Type_2,1,1,190,189,4128,3096,192,256
614,Type_2,20,97,122,90,4128,2322,144,256
615,Type_2,85,25,104,104,2448,3264,256,192
616,Type_2,1,1,190,253,4128,3096,192,256
618,Type_2,22,56,148,147,3264,2448,192,256
621,Type_2,44,56,146,149,3264,2448,192,256
622,Type_2,1,1,190,253,4128,3096,192,256
632,Type_2,35,57,129,130,4128,3096,192,256
633,Type_2,19,52,170,144,3264,2448,192,256
634,Type_2,1,70,103,88,3264,2448,192,256
639,Type_2,18,68,137,112,4128,3096,192,256
64,Type_2,1,1,190,226,4128,3096,192,256
640,Type_2,14,38,177,189,4128,3096,192,256
642,Type_2,1,1,190,95,4128,3096,192,256
644,Type_2,28,49,146,158,4128,3096,192,256
647,Type_2,35,35,149,148,3264,2448,192,256
648,Type_2,29,67,162,155,3264,2448,192,256
65,Type_2,41,76,106,99,3264,2448,192,256
651,Type_2,27,68,142,131,4128,3096,192,256
652,Type_2,42,64,149,149,4128,3096,192,256
655,Type_2,35,66,110,125,3264,2448,192,256
656,Type_2,26,67,115,116,3264,2448,192,256
657,Type_2,16,46,162,159,3264,2448,192,256
658,Type_2,1,68,179,154,4128,3096,192,256
659,Type_2,1,1,190,253,4128,3096,192,256
66,Type_2,1,36,190,194,4128,3096,192,256
662,Type_2,52,28,203,162,3096,4128,256,192
665,Type_2,1,114,190,140,4128,3096,192,256
666,Type_2,20,39,135,129,4128,3096,192,256
67,Type_2,1,70,152,142,3264,2448,192,256
671,Type_2,29,65,124,127,3264,2448,192,256
673,Type_2,18,52,117,122,4128,3096,192,256
674,Type_2,52,79,90,94,3264,2448,192,256
676,Type_2,1,42,177,198,4128,3096,192,256
678,Type_2,43,44,115,141,3264,2448,192,256
68,Type_2,22,69,120,127,3264,2448,192,256
680,Type_2,1,1,190,253,4128,3096,192,256
681,Type_2,1,1,190,253,4128,3096,192,256
684,Type_2,18,51,150,144,4128,3096,192,256
686,Type_2,1,35,153,205,3264,2448,192,256
687,Type_2,1,40,167,175,3264,2448,192,256
688,Type_2,1,1,190,253,4128,3096,192,256
691,Type_2,72,116,61,49,3264,2448,192,256
693,Type_2,35,63,130,119,3264,2448,192,256
696,Type_2,9,17,182,191,4128,3096,192,256
698,Type_2,27,54,145,148,4128,3096,192,256
699,Type_2,2,40,177,177,3264,2448,192,256
701,Type_2,1,1,190,253,4128,3096,192,256
702,Type_2,1,1,190,253,4128,3096,192,256
703,Type_2,1,34,170,178,3264,2448,192,256
704,Type_2,132,92,21,103,3264,2448,192,256
705,Type_2,16,52,161,155,4128,3096,192,256
707,Type_2,20,52,148,149,3264,2448,192,256
712,Type_2,21,52,148,146,3264,2448,192,256
714,Type_2,21,42,153,126,4128,3096,192,256
716,Type_2,48,47,131,139,3264,2448,192,256
717,Type_2,11,32,179,174,4128,3096,192,256
718,Type_2,5,96,171,104,3264,2448,192,256
719,Type_2,46,69,119,101,4128,3096,192,256
72,Type_2,1,54,116,123,4128,2322,144,256
720,Type_2,22,31,144,162,3264,2448,192,256
722,Type_2,40,76,99,98,3264,2448,192,256
723,Type_2,25,56,141,147,4128,3096,192,256
724,Type_2,20,51,153,155,4128,3096,192,256
726,Type_2,1,1,190,253,4128,3096,192,256
729,Type_2,18,40,150,160,4128,3096,192,256
730,Type_2,27,49,139,143,3264,2448,192,256
738,Type_2,21,52,148,146,3264,2448,192,256
74,Type_2,1,1,190,253,4128,3096,192,256
741,Type_2,1,12,190,229,4128,3096,192,256
743,Type_2,35,79,122,126,4128,3096,192,256
744,Type_2,14,59,156,143,3264,2448,192,256
748,Type_2,1,1,190,253,4128,3096,192,256
749,Type_2,1,1,190,253,4128,3096,192,256
75,Type_2,52,80,77,80,3264,2448,192,256
753,Type_2,1,44,174,173,3264,2448,192,256
754,Type_2,33,74,126,113,3264,2448,192,256
756,Type_2,2,41,144,170,3264,2448,192,256
76,Type_2,1,1,190,253,4128,3096,192,256
760,Type_2,1,47,190,156,4128,3096,192,256
761,Type_2,33,10,146,180,4128,3096,192,256
762,Type_2,1,1,190,253,4128,3096,192,256
768,Type_2,1,75,190,157,4128,3096,192,256
77,Type_2,1,1,190,253,4128,3096,192,256
771,Type_2,17,82,128,122,4128,3096,192,256
772,Type_2,93,1,98,253,4128,3096,192,256
775,Type_2,24,56,145,143,3264,2448,192,256
777,Type_2,23,46,153,140,4128,3096,192,256
78,Type_2,1,29,190,206,4160,3120,192,256
781,Type_2,24,39,150,152,4160,3120,192,256
785,Type_2,1,1,190,253,4128,3096,192,256
786,Type_2,1,1,190,253,3264,2448,192,256
789,Type_2,11,42,173,179,3264,2448,192,256
79,Type_2,24,54,145,145,4128,3096,192,256
790,Type_2,32,116,159,103,4128,3096,192,256
792,Type_2,19,50,150,153,3264,2448,192,256
793,Type_2,47,70,106,108,3264,2448,192,256
794,Type_2,26,75,137,133,4128,3096,192,256
795,Type_2,1,1,190,253,3264,2448,192,256
797,Type_2,73,26,110,117,2448,3264,256,192
798,Type_2,18,61,159,145,4160,3120,192,256
8,Type_2,18,50,149,151,4128,3096,192,256
80,Type_2,54,60,119,116,3264,2448,192,256
804,Type_2,1,75,150,113,4128,3096,192,256
807,Type_2,33,57,108,115,3264,2448,192,256
813,Type_2,3,32,167,179,3264,2448,192,256
815,Type_2,17,53,163,140,3264,2448,192,256
816,Type_2,44,34,123,130,3264,2448,192,256
819,Type_2,1,40,136,214,4128,3096,192,256
824,Type_2,25,88,144,149,4128,3096,192,256
826,Type_2,1,1,190,253,4128,3096,192,256
827,Type_2,3,38,174,170,3264,2448,192,256
829,Type_2,12,83,168,137,3264,2448,192,256
830,Type_2,18,48,155,161,4128,3096,192,256
831,Type_2,64,1,180,163,2448,3264,256,192
832,Type_2,45,75,146,133,4128,3096,192,256
834,Type_2,1,1,190,253,4128,3096,192,256
838,Type_2,29,81,115,125,4128,3096,192,256
84,Type_2,26,51,165,156,4128,3096,192,256
841,Type_2,16,75,175,179,3264,2448,192,256
843,Type_2,1,1,190,253,3264,2448,192,256
844,Type_2,56,77,93,89,3264,2448,192,256
847,Type_2,24,56,144,144,4128,3096,192,256
849,Type_2,1,1,190,253,4128,3096,192,256
85,Type_2,1,53,54,179,3264,2448,192,256
850,Type_2,1,24,190,191,4128,3096,192,256
851,Type_2,36,75,102,100,3264,2448,192,256
852,Type_2,54,77,94,103,3264,2448,192,256
854,Type_2,29,35,122,176,3264,2448,192,256
856,Type_2,54,79,94,93,4128,3096,192,256
857,Type_2,18,44,155,154,4128,3096,192,256
858,Type_2,19,76,144,100,4128,3096,192,256
859,Type_2,6,41,177,175,3264,2448,192,256
86,Type_2,12,51,179,131,4128,3096,192,256
860,Type_2,24,42,141,145,4128,3096,192,256
861,Type_2,3,40,134,178,3264,2448,192,256
862,Type_2,1,33,173,169,4128,3096,192,256
863,Type_2,30,63,113,122,3264,2448,192,256
865,Type_2,53,89,88,119,4128,3096,192,256
867,Type_2,29,54,146,144,3264,2448,192,256
868,Type_2,2,33,175,174,3264,2448,192,256
871,Type_2,17,54,159,148,4128,3096,192,256
874,Type_2,1,23,190,195,4128,3096,192,256
88,Type_2,1,41,167,173,3264,2448,192,256
882,Type_2,33,24,158,188,3264,2448,192,256
883,Type_2,22,53,150,147,3264,2448,192,256
884,Type_2,62,33,119,131,2448,3264,256,192
886,Type_2,59,82,90,86,3264,2448,192,256
888,Type_2,23,54,147,145,4128,3096,192,256
89,Type_2,26,56,149,147,3264,2448,192,256
894,Type_2,1,23,141,207,4128,2322,144,256
896,Type_2,1,83,190,171,4128,3096,192,256
9,Type_2,1,42,170,212,4128,3096,192,256
90,Type_2,38,79,92,74,4128,3096,192,256
903,Type_2,1,1,190,253,4128,3096,192,256
904,Type_2,20,46,136,165,3264,2448,192,256
905,Type_2,1,76,189,167,4128,3096,192,256
91,Type_2,75,57,105,105,2448,3264,256,192
911,Type_2,35,100,93,97,3264,2448,192,256
912,Type_2,19,55,152,143,3264,2448,192,256
913,Type_2,20,49,148,160,4128,3096,192,256
915,Type_2,1,1,190,253,4160,3120,192,256
919,Type_2,75,54,108,106,2448,3264,256,192
92,Type_2,1,1,190,253,4128,3096,192,256
922,Type_2,19,49,155,146,3264,2448,192,256
925,Type_2,47,81,98,98,3264,2448,192,256
926,Type_2,47,80,95,102,3264,2448,192,256
929,Type_2,1,1,190,253,4128,3096,192,256
93,Type_2,1,1,190,253,4128,3096,192,256
932,Type_2,43,74,100,109,4128,3096,192,256
933,Type_2,50,77,92,94,4128,3096,192,256
934,Type_2,41,70,150,184,4128,3096,192,256
935,Type_2,21,46,139,158,3264,2448,192,256
936,Type_2,10,39,172,172,4128,3096,192,256
937,Type_2,32,82,115,108,4128,3096,192,256
938,Type_2,67,35,156,120,3096,4128,256,192
939,Type_2,50,110,102,80,4128,3096,192,256
94,Type_2,22,44,147,161,4128,3096,192,256
940,Type_2,26,66,121,120,3264,2448,192,256
942,Type_2,17,47,155,150,3264,2448,192,256
946,Type_2,1,39,166,180,3264,2448,192,256
948,Type_2,1,16,190,199,4128,3096,192,256
95,Type_2,1,1,190,253,3264,2448,192,256
955,Type_2,45,76,94,100,4128,3096,192,256
956,Type_2,19,49,154,153,4128,3096,192,256
957,Type_2,23,82,101,97,3264,2448,192,256
958,Type_2,20,58,155,142,3264,2448,192,256
959,Type_2,42,52,118,119,4128,3096,192,256
960,Type_2,61,124,100,110,4128,3096,192,256
961,Type_2,49,78,96,91,3264,2448,192,256
963,Type_2,30,46,116,148,4128,3096,192,256
964,Type_2,1,69,190,185,4128,3096,192,256
966,Type_2,1,97,169,99,4128,3096,192,256
967,Type_2,19,53,153,152,4128,3096,192,256
969,Type_2,34,70,108,122,4128,3096,192,256
97,Type_2,1,46,157,109,4128,3096,192,256
970,Type_2,1,62,190,153,4128,3096,192,256
971,Type_2,1,1,190,70,4128,3096,192,256
973,Type_2,1,1,190,253,4128,3096,192,256
974,Type_2,22,55,146,145,3264,2448,192,256
976,Type_2,40,67,108,120,3264,2448,192,256
978,Type_2,26,54,142,144,4128,3096,192,256
979,Type_2,34,67,127,125,3264,2448,192,256
981,Type_2,36,85,119,97,3264,2448,192,256
985,Type_2,22,53,148,148,3264,2448,192,256
987,Type_2,18,65,152,139,4128,3096,192,256
988,Type_2,41,87,83,83,3264,2448,192,256
989,Type_2,31,76,95,94,3264,2448,192,256
99,Type_2,21,50,154,153,3264,2448,192,256
990,Type_2,39,88,93,102,3264,2448,192,256
992,Type_2,29,46,136,126,4128,3096,192,256
994,Type_2,52,81,98,97,3264,2448,192,256
997,Type_2,21,54,150,154,3264,2448,192,256
999,Type_2,1,25,190,211,4128,3096,192,256
1000,Type_3,21,52,149,153,3264,2448,192,256
1003,Type_3,33,84,113,106,3264,2448,192,256
1004,Type_3,35,67,115,115,3264,2448,192,256
1007,Type_3,31,54,141,139,3264,2448,192,256
1008,Type_3,25,55,142,143,3264,2448,192,256
1009,Type_3,32,1,159,220,3264,2448,192,256
1015,Type_3,1,42,177,175,3264,2448,192,256
1020,Type_3,47,81,95,91,3264,2448,192,256
1028,Type_3,1,1,99,42,3264,2448,192,256
1029,Type_3,37,69,113,105,3264,2448,192,256
1030,Type_3,63,52,80,97,3264,2448,192,256
1031,Type_3,30,63,125,119,4128,3096,192,256
1034,Type_3,31,69,110,110,3264,2448,192,256
1037,Type_3,31,65,111,123,3264,2448,192,256
1041,Type_3,1,62,190,192,4128,3096,192,256
1045,Type_3,1,43,160,157,3264,2448,192,256
1048,Type_3,25,108,145,86,3264,2448,192,256
1052,Type_3,68,38,130,129,2448,3264,256,192
1053,Type_3,16,46,164,161,3264,2448,192,256
106,Type_3,21,51,151,153,3264,2448,192,256
1060,Type_3,32,66,111,112,3264,2448,192,256
1062,Type_3,1,1,190,253,3264,2448,192,256
1063,Type_3,1,20,168,162,3264,2448,192,256
1064,Type_3,16,41,165,173,3264,2448,192,256
1069,Type_3,29,68,116,112,3264,2448,192,256
108,Type_3,1,1,190,253,4128,3096,192,256
1080,Type_3,36,56,81,89,3264,2448,192,256
1081,Type_3,35,68,105,105,3264,2448,192,256
1082,Type_3,60,58,85,120,3264,2448,192,256
1086,Type_3,1,1,190,222,4128,3096,192,256
1088,Type_3,45,53,97,96,4128,3096,192,256
1092,Type_3,28,46,132,130,3264,2448,192,256
1094,Type_3,25,65,94,106,4128,3096,192,256
1095,Type_3,26,61,114,120,3264,2448,192,256
11,Type_3,1,1,190,253,4128,3096,192,256
1101,Type_3,22,46,140,154,3264,2448,192,256
1107,Type_3,24,54,145,146,3264,2448,192,256
1108,Type_3,18,50,154,153,4128,3096,192,256
111,Type_3,25,57,153,147,4128,3096,192,256
1110,Type_3,63,1,76,127,3264,2448,192,256
1111,Type_3,1,113,143,106,4128,3096,192,256
1112,Type_3,59,83,74,83,4128,3096,192,256
1113,Type_3,24,56,148,148,3264,2448,192,256
1120,Type_3,1,1,190,253,4128,3096,192,256
1127,Type_3,20,1,171,54,3264,2448,192,256
1128,Type_3,55,81,89,91,3264,2448,192,256
1129,Type_3,1,1,190,253,4128,3096,192,256
113,Type_3,1,70,155,128,4128,3096,192,256
1133,Type_3,30,76,111,111,3264,2448,192,256
1137,Type_3,13,45,163,163,3264,2448,192,256
114,Type_3,2,42,172,170,3264,2448,192,256
1150,Type_3,1,1,190,253,3264,2448,192,256
1153,Type_3,23,55,147,145,3264,2448,192,256
1157,Type_3,62,57,124,141,3264,2448,192,256
1162,Type_3,1,1,190,89,3264,2448,192,256
1163,Type_3,1,1,190,253,3264,2448,192,256
1164,Type_3,1,62,128,138,4128,2322,144,256
1165,Type_3,83,1,130,151,2448,3264,256,192
1166,Type_3,37,42,139,99,3264,2448,192,256
1167,Type_3,1,1,190,253,3264,2448,192,256
1177,Type_3,49,20,159,153,3096,4128,256,192
118,Type_3,22,54,151,150,3264,2448,192,256
1182,Type_3,20,58,154,144,3264,2448,192,256
1183,Type_3,43,65,112,102,4128,3096,192,256
1191,Type_3,21,51,151,155,3264,2448,192,256
1200,Type_3,3,39,178,185,3264,2448,192,256
